City,State,Population Growth Rate,Number of Burgalaries reported,Property Crime Rate,Housing Construction,Mass Markets2,Diverse Workers2,Well-heeled Affluents2
Sullivan,Missouri,-0.0002,0,0,0,-0.0002,0.000015,0.00005
Sullivan City,Texas,0,0,0,0.0001,0.0001,0.000001,0.000025
Sulphur,Oklahoma,0.0001,0,0,0,0.0001,0.000032,0.000015
Sulphur Springs,Texas,0,0,0,0,0.0001,0.000034,0.000069
Sultan,Washington,0.0001,0,0,0.0001,0.0002,0.000008,0
Sumas,Washington,0.0003,0,0,0.0001,0.0004,0.000011,0.000002
Sumiton,Alabama,-0.0004,0,0,-0.0002,-0.0005,0.000004,0.000012
Summerdale,Alabama,0.0003,0,0,0,0.0003,0.000011,0.000021
Summersville,Missouri,0.0006,0,0,0.0002,0.0009,0.000002,0.000005
Summersville,West Virginia,-0.0001,0,0,-0.0001,-0.0001,0.000028,0.000014
Summerville,South Carolina,0,0,0,0,0.0005,0.000154,0.000105
Summit,New Jersey,0,0,0,0,0.0004,0,0
Summit,Mississippi,0,0,0,0,0.0001,0.000041,0.000014
Sumner,Washington,0.0001,0,0,0.0001,0.0002,0.000008,0.000009
Sumter,South Carolina,0,0,0,0,0.0006,0.000091,0.000395
Sun Prairie,Wisconsin,0.0001,0,0,0,0.0002,0.000046,0.000005
Sunapee,New Hampshire,-0.0001,0,0,-0.0002,-0.0003,0.000001,0.000001
Sunbright,Tennessee,0,0,0,0,0,0.000002,0.000011
Sunbury,Pennsylvania,0,0,0,0,0.0001,0.000022,0.000036
Sundance,Wyoming,-0.0001,0,0,-0.0001,-0.0001,0.000001,0
Sunland Park,New Mexico,0.0001,0,0,0,0.0001,0.000003,0.000053
Sunnyside,Washington,0,0,0,-0.0001,0.0001,0.000021,0.000069
Sunnyvale,California,0.0001,0,0,0,0.0007,0.000006,0
Sunset Beach,North Carolina,0.0001,0,0,0.0001,0.0001,0.000002,0.000003
Superior,Nebraska,0.0002,0,0,0,0.0002,0.000002,0.000009
Superior,Wisconsin,0,0,0,0,0.0001,0.00003,0.000076
Surgoinsville,Tennessee,-0.0001,0,0,-0.0001,-0.0002,0.000005,0.000018
Surprise,Arizona,0.0001,0,0,0.0001,0.0005,0.000183,0.000084
Surrey,North Dakota,0.0002,0,0,0.0002,0.0005,0.000001,0
Susanville,California,0,0,0,-0.0001,0,0.000043,0.000035
Susquehanna,Pennsylvania,-0.0001,0,0,0,-0.0001,0.000007,0.000017
Sutherlin,Oregon,0.0001,0,0,-0.0001,0,0.000009,0.000011
Sutter Creek,California,0,0,0,0.0001,0.0001,0.000008,0.000001
Sutton,Massachusetts,0,0,0,0,0.0001,0.000001,0
Swampscott,Massachusetts,0,0,0,0,0.0001,0.000003,0
Swansboro,North Carolina,0.0001,0,0,0,0.0001,0.000036,0.000004
Swansea,South Carolina,0.0001,0,0,0.0001,0.0002,0.000041,0.000011
Swansea,Massachusetts,0,0,0,0,0.0001,0.000022,0.000001
Swanton,Vermont,0.0001,0,0,0.0002,0.0003,0.000008,0.000013
Swartz Creek,Michigan,0,0,0,0.0001,0.0002,0.00006,0.00002
Swedesboro,New Jersey,0,0,0,0,0.0001,0.000008,0
Sweeny,Texas,-0.0001,0,0,-0.0001,-0.0002,0.00002,0.000002
Sweet Home,Oregon,-0.0001,0,0,-0.0001,-0.0002,0.000009,0.000017
Sweet Springs,Missouri,0,0,0,0.0001,0.0001,0.000005,0.000004
Sweetwater,Tennessee,0.0002,0,0,0.0001,0.0004,0.000062,0.000028
Swifton,Arkansas,0,0,0,0.0003,0.0004,0.000001,0.000007
Sycamore,Illinois,0,0,0,0,0.0001,0.00004,0.00002
Sykesville,Maryland,0,0,0,0.0001,0.0002,0.000008,0
Sykesville,Pennsylvania,0.0001,0,0,0,0.0001,0,0.000009
Sylacauga,Alabama,0,0,0,0,0.0002,0.00003,0.000105
Sylva,North Carolina,0.0001,0,0,0,0.0002,0.000031,0.00004
Sylvania,Alabama,0,0,0,0.0001,0.0001,0.000009,0.000005
Syracuse,Utah,0.0001,0,0,0.0001,0.0003,0.000024,0
Tabor City,North Carolina,-0.0002,0,0,0.0001,-0.0001,0.000005,0.000037
Tacoma,Washington,0,0.0002,0.0002,0,0.0013,0.000605,0.000158
Taft,California,0,0,0,0,0,0.000024,0.000035
Taft,Texas,-0.0002,0,0,-0.0001,-0.0003,0.000011,0.000009
Tahlequah,Oklahoma,0,0,0,0,0.0002,0.000048,0.000055
Tahoka,Texas,-0.0001,0,0,-0.0001,-0.0001,0.000001,0.000002
Takoma Park,Maryland,0.0001,0,0,0,0.0002,0.000029,0.000004
Talent,Oregon,0,0,0,0,-0.0001,0.000004,0.000008
Talihina,Oklahoma,-0.0001,0,0,0,-0.0001,0.000001,0.000011
Talladega,Alabama,0.0001,0,0,0.0001,0.0003,0.000052,0.000068
Tallahassee,Florida,0,0.0002,0.0002,0,0.0011,0.000103,0.000353
Tallassee,Alabama,0.0001,0,0,0,0.0001,0.000012,0.000053
Tallmadge,Ohio,0,0,0,0,0,0.000017,0.000011
Tallulah,Louisiana,0,0,0,0,0,0.000009,0.000029
Tamaqua,Pennsylvania,0,0,0,0,0,0.000005,0.000041
Tampa,Florida,0,0.0003,0.0002,0,0.0032,0.001372,0.001169
Taneytown,Maryland,0.0001,0,0,0,0.0001,0.000016,0.000003
Taos,New Mexico,0.0001,0,0,0,0.0002,0.000011,0.000045
Tappahannock,Virginia,-0.0001,0,0,0,0,0.000042,0.000007
Tarboro,North Carolina,-0.0001,0,0,-0.0001,0,0.000059,0.000024
Tarentum,Pennsylvania,0,0,0,0.0001,0.0002,0.000016,0.000027
Tarkio,Missouri,-0.0003,0,0,-0.0001,-0.0004,0.000001,0.000006
Tarpon Springs,Florida,0,0,0,0,0.0002,0.000055,0.000049
Tatamy,Pennsylvania,0.0001,0,0,0,0.0001,0,0
Tatum,New Mexico,-0.0001,0,0,0,0,0.000012,0
Tatum,Texas,-0.0003,0,0,-0.0002,-0.0005,0.000012,0.000004
Taunton,Massachusetts,0,0,0,0,0.0002,0.000056,0.000035
Tavares,Florida,0,0,0,0.0001,0.0001,0.000019,0.000028
Taylor,Pennsylvania,0.0003,0,0,0,0.0004,0.000017,0.000008
Taylor,Michigan,0,0,0,0,0.0003,0.000123,0.000056
Taylor,Texas,0,0,0,-0.0001,0,0.000036,0.00003
Taylorsville,North Carolina,0.0001,0,0,0,0.0002,0.000056,0.000114
Taylorsville,Kentucky,0,0,0,0,0.0001,0.000025,0.000005
Taylorville,Illinois,0,0,0,-0.0001,0,0.000045,0.000038
Tazewell,Virginia,0.0001,0,0,0,0.0001,0.000014,0.00002
Tazewell,Tennessee,-0.0001,0,0,0,0,0.000009,0.000052
Tea,South Dakota,0.0002,0,0,0.0001,0.0003,0.000011,0
Teague,Texas,0,0,0,0.0003,0.0004,0.000011,0.000009
Tecumseh,Michigan,0,0,0,0,0,0.00002,0.000012
Tecumseh,Oklahoma,-0.0001,0,0,-0.0001,-0.0001,0.000038,0.000025
Tehachapi,California,-0.0001,0,0,0,0,0.000013,0.000007
Telford,Pennsylvania,0.0001,0,0,0.0001,0.0002,0.00002,0
Tell City,Indiana,0,0,0,0,0,0.000019,0.000017
Tellico Plains,Tennessee,-0.0001,0,0,-0.0001,-0.0001,0.000006,0.000023
Telluride,Colorado,0.0001,0,0,0,0.0001,0.000003,0
Temecula,California,0.0001,0,0,0.0001,0.0004,0.000029,0.000006
Tempe,Arizona,0,0.0001,0.0002,0,0.0008,0.000116,0.000134
Temple,Texas,0.0001,0,0,0,0.0005,0.000092,0.000155
Temple City,California,0,0,0,0,0.0001,0.000028,0
Tenafly,New Jersey,0,0,0,-0.0001,-0.0001,0,0
Tenino,Washington,0.0003,0,0,0.0001,0.0004,0.000018,0.000002
Terre Haute,Indiana,0,0,0.0001,0,0.0005,0.000059,0.000345
Terre Hill,Pennsylvania,0,0,0,0,0.0001,0.000001,0
Terrell,Texas,0.0001,0,0,0,0.0002,0.000044,0.000061
Tewksbury,Massachusetts,0,0,0,0.0001,0.0002,0.000008,0
Texarkana,Texas,0,0,0,0,0.0003,0.00004,0.00011
Texarkana,Arkansas,0,0,0,0,0.0002,0.00005,0.000048
Texas City,Texas,0,0,0,0,0.0002,0.000077,0.000038
Thatcher,Arizona,0,0,0,0.0003,0.0004,0.000012,0.000007
Thayer,Missouri,-0.0001,0,0,0,-0.0001,0.000001,0.000024
The Colony,Texas,0.0001,0,0,0.0001,0.0004,0.000099,0
The Dalles,Oregon,0,0,0,0,0,0.000017,0.000016
Theresa,Wisconsin,0,0,0,-0.0001,-0.0001,0.000005,0.000001
Thermopolis,Wyoming,0,0,0,0,0,0.000004,0.000006
Thief River Falls,Minnesota,0,0,0,0,0.0001,0.000012,0.00003
Thomasboro,Illinois,0.0001,0,0,0.0002,0.0004,0.000001,0
Thomaston,Maine,0,0,0,0.0001,0.0001,0.000012,0.000002
Thomaston,Connecticut,0,0,0,-0.0001,-0.0001,0.000011,0.000003
Thomasville,North Carolina,0,0,0,0,0.0003,0.000047,0.000125
Thompson,North Dakota,0.0001,0,0,0,0.0001,0.000002,0
Thompson Falls,Montana,0.0005,0,0,0.0003,0.0008,0,0.000005
Thorndale,Texas,0,0,0,0,0,0.000011,0.000002
Thornton,Colorado,0,0,0.0001,0,0.0002,0.000044,0
Thornton,Illinois,0,0,0,0.0001,0.0001,0.000003,0
Thornton,New Hampshire,0,0,0,0.0001,0.0001,0.000006,0
Thrall,Texas,-0.0005,0,0,-0.0003,-0.0009,0.000001,0
Three Lakes,Wisconsin,-0.0001,0,0,0.0001,-0.0001,0.000003,0.000001
Three Rivers,Texas,0,0,0,0.0001,0.0001,0.000005,0.000001
Three Rivers,Michigan,0,0,0,0,0.0001,0.000043,0.000013
Thurmont,Maryland,0,0,0,0.0001,0.0001,0.000006,0
Tickfaw,Louisiana,0.0001,0,0,0,0.0002,0.00003,0.000032
Tidioute,Pennsylvania,-0.0001,0,0,0,0,0.000001,0.000004
Tieton,Washington,0.0004,0,0,0.0001,0.0005,0.000002,0.000009
Tillamook,Oregon,0,0,0,-0.0002,-0.0001,0.000017,0.000018
Tilton,New Hampshire,0,0,0,0,0,0.000008,0.00001
Tilton,Illinois,-0.0001,0,0,-0.0001,-0.0002,0.000003,0.000007
Timberville,Virginia,-0.0001,0,0,0,-0.0001,0.00001,0.000005
Timnath,Colorado,0.0013,0,0,0.0015,0.0027,0,0
Tinley Park,Illinois,0,0,0,0,0.0002,0.000087,0.000002
Tioga,Texas,0.0001,0,0,0.0001,0.0003,0.000008,0
Tioga,North Dakota,0,0,0,0,0,0.000001,0
Tipton,Indiana,0,0,0,0.0001,0.0001,0.000008,0.000016
Tipton,Iowa,0,0,0,0,0.0001,0.000015,0.00001
Tipton,Missouri,-0.0001,0,0,-0.0001,-0.0001,0.00001,0.000003
Tiptonville,Tennessee,0,0,0,-0.0001,-0.0001,0.000004,0.000011
Tishomingo,Oklahoma,0,0,0,0.0001,0.0002,0.000011,0.000021
Titusville,Florida,0,0,0,0,0.0004,0.000126,0.000147
Titusville,Pennsylvania,0,0,0,0.0001,0.0001,0.000006,0.000032
Tiverton,Rhode Island,0,0,0,0,0,0.000006,0.000002
Toledo,Oregon,0,0,0,0,0,0.000012,0.000003
Toledo,Iowa,0,0,0,-0.0001,-0.0001,0.000004,0.000008
Tolleson,Arizona,0.0002,0,0,0.0001,0.0005,0.000168,0.000014
Tolono,Illinois,-0.0002,0,0,-0.0003,-0.0005,0.000004,0.000001
Tomah,Wisconsin,0,0,0,0,0.0001,0.000014,0.000036
Tomahawk,Wisconsin,0,0,0,0.0001,0.0001,0.000012,0.000014
Tomball,Texas,0.0001,0,0,0.0001,0.0003,0.000073,0.000023
Tompkinsville,Kentucky,-0.0001,0,0,-0.0001,-0.0001,0.000003,0.000058
Tonasket,Washington,0,0,0,0.0001,0.0002,0.000003,0.00001
Tonganoxie,Kansas,0,0,0,0,0.0001,0.000015,0.000001
Tonkawa,Oklahoma,0,0,0,0,0,0.00001,0.000008
Tooele,Utah,0.0001,0,0,0.0001,0.0002,0.000066,0.000017
Toone,Tennessee,-0.0003,0,0,-0.0004,-0.0007,0.000005,0.000004
Topeka,Kansas,0,0.0001,0.0001,0,0.0007,0.000162,0.000147
Toppenish,Washington,-0.0001,0,0,0,-0.0001,0.00001,0.000051
Topsham,Maine,0,0,0,0,0,0.000008,0.000001
Toronto,Ohio,0,0,0,0.0001,0.0002,0.00002,0.000028
Torrance,California,0,0,0.0001,0,0.0003,0.000051,0.00005
Torrington,Connecticut,0,0,0,0,0.0002,0.000043,0.000106
Torrington,Wyoming,0,0,0,0,0.0001,0.000021,0.000018
Totowa,New Jersey,0,0,0,0,0.0001,0.000007,0
Towanda,Pennsylvania,0,0,0,0.0001,0.0001,0.000005,0.000005
Tower City,Pennsylvania,0,0,0,-0.0001,-0.0001,0.000006,0.000005
Town Creek,Alabama,0.0001,0,0,0.0001,0.0002,0.000008,0.000018
Townsend,Massachusetts,0.0001,0,0,0.0001,0.0002,0.000003,0
Townsend,Tennessee,0,0,0,0.0001,0.0001,0.000002,0.000008
Tracy,California,0,0,0,0,0.0002,0.000043,0.000012
Tracy,Minnesota,0,0,0,0,0,0.000001,0.000007
Tracy City,Tennessee,-0.0001,0,0,-0.0002,-0.0003,0.000003,0.000009
Trafford,Pennsylvania,0,0,0,0,0.0001,0.000008,0.000006
Trappe,Maryland,-0.0001,0,0,0.0001,0,0.000003,0
Travelers Rest,South Carolina,0,0,0,0,0.0002,0.000063,0.000041
Traverse City,Michigan,0,0,0,0,0.0003,0.000128,0.00014
Tremonton,Utah,0.0001,0,0,0,0.0001,0.000014,0.000005
Trempealeau,Wisconsin,0,0,0,0,0,0.000005,0.000001
Trenton,New Jersey,0,0.0001,0,0,0.0013,0.000519,0.000256
Trenton,Kentucky,0.0002,0,0,0.0002,0.0003,0.000007,0.000001
Trenton,Tennessee,0,0,0,0.0001,0.0002,0.000031,0.000019
Trenton,Michigan,0,0,0,0,0.0002,0.000067,0.000043
Trenton,Florida,0.0001,0,0,0,0.0001,0.000015,0.000057
Trenton,Missouri,0,0,0,0,0.0001,0.000004,0.000017
Trezevant,Tennessee,-0.0001,0,0,-0.0001,-0.0001,0.000002,0.000008
Trimble,Tennessee,-0.0001,0,0,-0.0001,-0.0002,0.000001,0.000001
Trinidad,Colorado,0,0,0,0,0.0001,0.000013,0.000026
Trinity,Texas,0,0,0,0.0001,0,0.00001,0.000016
Trinity,Alabama,-0.0001,0,0,-0.0001,-0.0001,0.000023,0.000019
Tripp,South Dakota,0.0001,0,0,-0.0001,0,0,0.000001
Troutdale,Oregon,0,0,0,0,0.0001,0.000038,0.000008
Troutman,North Carolina,0,0,0,0,0,0.000015,0.000027
Troy,Michigan,0,0,0,0,0.0007,0.000057,0.000004
Troy,North Carolina,0.0004,0,0,0.0002,0.0006,0.000018,0.000006
Troy,New York,0,0,0,0,0.0004,0.000074,0.000185
Troy,Ohio,0,0,0,0,0.0002,0.000057,0.000088
Troy,Missouri,0.0001,0,0,0,0.0002,0.000079,0.000041
Troy,Tennessee,0,0,0,0.0001,0.0002,0.000006,0.000008
Troy,Alabama,0,0,0,0,0.0002,0.000051,0.000041
Troy,Pennsylvania,0.0001,0,0,0,0.0001,0.000001,0.000004
Troy,Illinois,0,0,0,0.0001,0.0001,0.00001,0.000003
Troy,Montana,-0.0001,0,0,-0.0001,-0.0001,0.000002,0.000004
Troy,Texas,-0.0002,0,0,-0.0001,-0.0003,0.00001,0.000001
Truckee,California,0,0,0,0,0.0001,0.000019,0.000001
Trumann,Arkansas,0,0,0,0.0001,0.0001,0.000006,0.000035
Trumbull,Connecticut,0,0,0,0,0.0004,0.000007,0
Truro,Massachusetts,0.0008,0,0,0.0001,0.0009,0,0
Tryon,North Carolina,-0.0001,0,0,-0.0001,-0.0002,0.00001,0.000008
Tryon,Oklahoma,-0.0003,0,0,-0.0001,-0.0003,0.000001,0.000013
Tualatin,Oregon,0,0,0,0.0001,0.0002,0.000008,0.000026
Tuckerman,Arkansas,-0.0002,0,0,0,-0.0002,0.000001,0.000013
Tuckerton,New Jersey,0,0,0,0,0.0001,0.000029,0.000003
Tucson,Arizona,0,0.0018,0.001,0,0.0069,0.001326,0.002276
Tucumcari,New Mexico,0,0,0,0,0,0.000004,0.000026
Tularosa,New Mexico,0.0001,0,0,0.0002,0.0003,0.000013,0.000012
Tulelake,California,-0.0003,0,0,0,-0.0004,0,0.000015
Tulia,Texas,0.0001,0,0,0.0001,0.0002,0.000006,0.000011
Tullahoma,Tennessee,0.0001,0,0,0.0001,0.0004,0.000016,0.000098
Tulsa,Oklahoma,0,0.0004,0.0004,0,0.0025,0.00025,0.001008
Tunkhannock,Pennsylvania,0,0,0,0,0,0.00003,0.000008
Turbeville,South Carolina,0.0003,0,0,0.0001,0.0004,0.000001,0.000018
Turlock,California,0,0,0,0,0.0003,0.000041,0.000136
Turner,Oregon,-0.0002,0,0,0,-0.0002,0.000008,0.000004
Turtle Creek,Pennsylvania,0,0,0,-0.0001,-0.0001,0.000009,0.000009
Tuscaloosa,Alabama,0,0,0.0001,0,0.0005,0.000142,0.000077
Tuscumbia,Alabama,0,0,0,0,0.0002,0.000042,0.000044
Tuskegee,Alabama,0.0001,0,0,0,0.0002,0.000007,0.000045
Tustin,California,0,0,0,0.0001,0.0004,0.000021,0.000042
Tuttle,Oklahoma,0,0,0,0,0,0.000015,0.000009
Twin Falls,Idaho,0.0001,0,0,0.0001,0.0004,0.00003,0.000182
Twin Lakes,Wisconsin,0.0001,0,0,0,0.0001,0.000017,0.000002
Twinsburg,Ohio,0,0,0,0,0.0001,0.000025,0.000002
Twisp,Washington,-0.0001,0,0,-0.0001,-0.0002,0.000001,0.000002
Two Harbors,Minnesota,0.0001,0,0,0.0002,0.0003,0.00001,0.000011
Two Rivers,Wisconsin,0,0,0,0,0.0001,0.00002,0.000027
Tye,Texas,0.0001,0,0,0,0.0002,0.000003,0.000001
Tyndall,South Dakota,0,0,0,-0.0001,-0.0001,0.000001,0.000001
Tyngsboro,Massachusetts,0.0001,0,0,-0.0001,0,0.000008,0
Tyrone,Pennsylvania,0,0,0,0,0.0001,0.000026,0.000011
Ubly,Michigan,0.0001,0,0,0.0001,0.0002,0.000004,0.000009
Uhrichsville,Ohio,0.0001,0,0,0.0001,0.0002,0.000004,0.000044
Ukiah,California,0,0,0,0,0.0001,0.000025,0.000079
Ulysses,Kansas,0,0,0,0,0,0.000027,0.000001
Umatilla,Florida,0,0,0,0.0001,0.0001,0.000009,0.000042
Unalaska,Alaska,0.0001,0,0,0.0002,0.0003,0,0
Union,Missouri,0,0,0,0,0.0002,0.000045,0.000039
Union,South Carolina,-0.0001,0,0,-0.0001,-0.0001,0.000017,0.000036
Union City,New Jersey,0,0,0,0.0001,0.0004,0.000262,0.000039
Union City,Pennsylvania,0,0,0,0.0001,0.0002,0.00001,0.000022
Union City,California,0,0,0,0,0.0002,0.000019,0.000002
Union City,Tennessee,0,0,0,0,0.0001,0.000025,0.000053
Union City,Indiana,0,0,0,0,0,0.000013,0.000011
Union City,Michigan,0,0,0,0,0,0.000008,0.000012
Union Dale,Pennsylvania,-0.0001,0,0,0,-0.0001,0.000005,0.000003
Uniontown,Pennsylvania,0,0,0,0,0.0002,0.000011,0.000109
Uniontown,Ohio,-0.0001,0,0,0,-0.0001,0.000014,0.000004
Uniontown,Kentucky,-0.0002,0,0,0,-0.0002,0.000001,0.000009
Unionville,Missouri,0,0,0,-0.0001,-0.0001,0.000002,0.000014
Universal City,Texas,0,0,0,0,0.0001,0.000026,0.000025
University Place,Washington,0.0002,0,0,0.0001,0.0004,0.000007,0.000007
Upland,California,0,0,0,0.0001,0.0004,0.000077,0.000039
Upper Marlboro,Maryland,0.0001,0,0,0,0.0002,0.000015,0
Upper Sandusky,Ohio,0,0,0,0,0.0001,0.000012,0.000037
Upton,Massachusetts,0,0,0,0,0.0001,0,0
Urbana,Illinois,0,0,0,0,0.0002,0.000046,0.000128
Urbana,Ohio,0,0,0,0,0.0001,0.000029,0.000054
Urbana,Missouri,-0.0001,0,0,-0.0002,-0.0003,0.000003,0.000004
Urbandale,Iowa,0.0001,0,0,0.0001,0.0003,0.000025,0.000004
Utica,Michigan,0,0,0,0,0.0003,0.000157,0.000031
Utica,Ohio,-0.0001,0,0,-0.0002,-0.0002,0.000012,0.000008
Uvalde,Texas,0,0,0,0,0.0002,0.000014,0.000098
Uxbridge,Massachusetts,0,0,0,-0.0001,-0.0001,0.000009,0
Vacaville,California,0,0,0,0,0.0004,0.00011,0.000017
Vail,Colorado,0,0,0,-0.0001,-0.0001,0.000002,0.000002
Valders,Wisconsin,0.0001,0,0,0.0001,0.0002,0.000006,0.000001
Valdese,North Carolina,0,0,0,-0.0001,-0.0001,0.00001,0.000015
Valdez,Alaska,0,0,0,0,0,0,0
Valentine,Nebraska,0.0001,0,0,0,0.0001,0.000011,0.000002
Vallejo,California,0,0.0001,0.0001,0,0.0006,0.000224,0.000067
Valley,Alabama,0,0,0,0.0001,0.0002,0.000021,0.000048
Valley,Nebraska,-0.0002,0,0,0,-0.0002,0.000008,0.000006
Valley Center,Kansas,0.0001,0,0,0.0001,0.0002,0.000015,0.000003
Valley City,North Dakota,0,0,0,0,0.0001,0.000013,0.000009
Valley Mills,Texas,-0.0001,0,0,0,-0.0001,0.000009,0.000002
Valliant,Oklahoma,-0.0001,0,0,-0.0001,-0.0001,0.000013,0.000012
Valmeyer,Illinois,0,0,0,-0.0001,-0.0001,0.000003,0
Valparaiso,Indiana,0,0,0,0,0.0004,0.000134,0.000072
Valparaiso,Florida,-0.0002,0,0,0.0002,0.0001,0.000003,0.00001
Van,Texas,0.0001,0,0,-0.0001,0.0001,0.000031,0.000006
Van Alstyne,Texas,0,0,0,0,0,0.000008,0
Van Buren,Missouri,0.0004,0,0,0.0002,0.0007,0.000001,0.000008
Van Buren,Arkansas,0,0,0,0,0.0002,0.000113,0.000034
Van Buren,Maine,-0.0001,0,0,0,-0.0001,0.000001,0.000013
Van Wert,Ohio,0,0,0,0,0.0001,0.000022,0.00005
Vance,Alabama,0,0,0,0,0,0.000009,0.000001
Vanceburg,Kentucky,0,0,0,0.0001,0.0001,0.000003,0.00003
Vancouver,Washington,0,0.0001,0.0001,0,0.001,0.00029,0.000311
Vandalia,Missouri,0.0001,0,0,0.0001,0.0002,0.000001,0.000014
Vandalia,Ohio,0,0,0,0,0.0001,0.000019,0.000014
Vandalia,Illinois,-0.0001,0,0,-0.0001,-0.0001,0.000015,0.000025
Vandergrift,Pennsylvania,0,0,0,0,0.0001,0.000016,0.000035
Vass,North Carolina,0,0,0,-0.0001,-0.0001,0.000008,0.000013
Vassar,Michigan,0,0,0,0,0,0.000034,0.000021
Venice,Florida,0,0,0,0,0.0002,0.000021,0.000116
Ventnor City,New Jersey,0,0,0,-0.0001,0,0.000028,0.000003
Ventura,California,0,0,0.0001,0,0.0006,0.000064,0.000062
Venus,Texas,0,0,0,0,0.0001,0.000024,0.000003
Vermilion,Ohio,0,0,0,0,0,0.000029,0.000027
Vermillion,South Dakota,0,0,0,0.0001,0.0002,0.000016,0.000024
Vernal,Utah,0.0001,0,0,0.0001,0.0002,0.000038,0.000027
Vernon,Michigan,0.0002,0,0,0.0005,0.0007,0,0.000001
Vernon,Texas,0,0,0,0,0,0.000009,0.000024
Vernon Hills,Illinois,0,0,0,0,0.0002,0.000029,0
Vernonia,Oregon,0.0001,0,0,0,0.0001,0.000008,0.000005
Vero Beach,Florida,0,0,0,0,0.0007,0.000165,0.00005
Verona,Wisconsin,0.0001,0,0,0.0002,0.0004,0.000022,0.000001
Verona,New Jersey,0,0,0,0,0.0002,0.000002,0
Verona,Pennsylvania,0,0,0,0,0.0001,0.000038,0.000026
Verona,Missouri,-0.0003,0,0,-0.0002,-0.0005,0.000008,0.000008
Versailles,Kentucky,0,0,0,0,0.0001,0.000033,0.000011
Versailles,Missouri,-0.0001,0,0,0,-0.0001,0.000012,0.000012
Vian,Oklahoma,-0.0001,0,0,0,-0.0001,0.000004,0.000011
Viborg,South Dakota,0.0001,0,0,0,0.0001,0.000001,0.000001
Viburnum,Missouri,-0.0003,0,0,-0.0002,-0.0005,0.000002,0.000005
Vicksburg,Mississippi,0,0,0,0,0.0003,0.000104,0.000135
Vicksburg,Michigan,0.0001,0,0,0,0.0001,0.000022,0.000006
Victoria,Virginia,0.0001,0,0,0.0003,0.0004,0.000002,0.000014
Victoria,Texas,0,0,0,0,0.0004,0.000125,0.000062
Victoria,Kansas,0,0,0,0.0003,0.0003,0.000004,0.000002
Victorville,California,0,0.0001,0.0001,0,0.0006,0.00037,0.00006
Vidor,Texas,0,0,0,0.0001,0.0002,0.00007,0.000039
Vienna,Virginia,0,0,0,0,0.0009,0.000001,0
Vienna,Missouri,0.0004,0,0,-0.0001,0.0003,0.000003,0.000003
Vienna,West Virginia,0,0,0,0,0.0001,0.000006,0.000031
Vienna,Illinois,0,0,0,-0.0001,-0.0001,0.000002,0.000007
Villa Park,Illinois,0,0,0,-0.0001,0,0.000057,0.000002
Vilonia,Arkansas,-0.0001,0,0,-0.0001,-0.0002,0.000025,0.000005
Vine Grove,Kentucky,0.0002,0,0,0.0001,0.0004,0.000052,0.000016
Vineland,New Jersey,0,0,0,0.0001,0.0003,0.000097,0.000051
Vinton,Louisiana,0,0,0,0.0002,0.0002,0.000013,0.00003
Vinton,Iowa,0,0,0,0.0001,0.0002,0.000011,0.000017
Vinton,Virginia,0,0,0,-0.0001,0,0.000027,0.000035
Vintondale,Pennsylvania,0.0001,0,0,0.0001,0.0002,0.000001,0.000001
Virden,Illinois,0,0,0,-0.0002,-0.0001,0.000016,0.000009
Virginia,Minnesota,0,0,0,-0.0001,0,0.000014,0.000027
Virginia,Illinois,-0.0001,0,0,-0.0001,-0.0001,0.000003,0.000006
Virginia Beach,Virginia,0,0.0001,0.0002,0,0.0018,0.000573,0.000178
Viroqua,Wisconsin,-0.0001,0,0,-0.0001,-0.0001,0.00001,0.000019
Visalia,California,0,0.0001,0.0001,0,0.0007,0.000229,0.00015
Vonore,Tennessee,0,0,0,-0.0001,-0.0001,0.000008,0.000008
Wabasha,Minnesota,0.0001,0,0,0.0001,0.0001,0.000007,0.000003
Waco,Texas,0,0.0001,0.0001,0,0.0007,0.000199,0.000293
Wadena,Minnesota,0.0001,0,0,0,0.0001,0.000011,0.000016
Wadesboro,North Carolina,0,0,0,0.0001,0.0002,0.000012,0.000031
Wadsworth,Ohio,0,0,0,0,0.0002,0.000022,0.000042
Wagener,South Carolina,0.0003,0,0,0.0001,0.0005,0.000001,0.000028
Wagner,South Dakota,0.0001,0,0,0.0001,0.0002,0.000002,0.000011
Wagoner,Oklahoma,-0.0001,0,0,0,0,0.000022,0.000052
Wahoo,Nebraska,0,0,0,-0.0001,-0.0001,0.000005,0.000007
Wahpeton,North Dakota,0,0,0,0.0001,0.0001,0.000028,0.000011
Waite Park,Minnesota,0,0,0,-0.0002,-0.0001,0.000003,0.000017
Wake Forest,North Carolina,0.0002,0,0,0.0001,0.0004,0.000054,0.000023
Wakefield,Massachusetts,0,0,0,0,0.0002,0.000004,0
Walbridge,Ohio,0,0,0,0,0.0001,0.000014,0.000011
Walcott,Iowa,0,0,0,0.0001,0.0002,0.000006,0
Waldoboro,Maine,0,0,0,0.0001,0.0001,0.000021,0.000008
Waldron,Arkansas,0.0001,0,0,0,0.0001,0.000014,0.000024
Waldwick,New Jersey,0,0,0,0,0.0001,0,0
Wales,Massachusetts,0.0002,0,0,0.0001,0.0003,0,0
Walhalla,South Carolina,-0.0002,0,0,-0.0001,-0.0003,0.000041,0.00001
Walkerton,Indiana,0,0,0,0,0,0.000024,0.000012
