City,State,Population Growth Rate,Number of Burgalaries reported,Property Crime Rate,Housing Construction,Mass Markets2,Diverse Workers2,Well-heeled Affluents2
Clay,Kentucky,0.0001,0,0,0.0001,0.0002,0.000004,0.000008
Clay Center,Kansas,0,0,0,-0.0001,-0.0001,0.000014,0.000004
Clay City,Kentucky,-0.0001,0,0,0,0,0.000014,0.00002
Clayton,Ohio,0.0003,0,0,0.0003,0.0006,0.000007,0.000001
Clayton,North Carolina,0.0002,0,0,0.0001,0.0005,0.000154,0.000019
Clayton,Delaware,0.0002,0,0,0.0002,0.0004,0.000029,0.000006
Clayton,California,0,0,0,0,0.0002,0,0
Clayton,New Mexico,0,0,0,0.0001,0.0001,0.000001,0.000006
Clayton,New Jersey,0,0,0,-0.0002,-0.0001,0.000016,0.000001
Clear Lake,Iowa,0,0,0,0,0.0001,0.000011,0.000029
Clearlake,California,0,0,0,0,0,0.000002,0.000014
Clearwater,Florida,0,0.0001,0.0001,0,0.001,0.000238,0.00051
Clearwater,Kansas,0,0,0,-0.0001,-0.0001,0.00001,0
Clementon,New Jersey,0,0,0,0,0.0001,0.00008,0.000042
Clermont,Florida,0.0001,0,0,0,0.0003,0.000118,0.000074
Cleveland,Ohio,0,0.0003,0.0004,0,0.0031,0.000629,0.001292
Cleveland,North Carolina,0.0002,0,0,0.0004,0.0006,0.000017,0.000017
Cleveland,Missouri,-0.0003,0,0,-0.0003,-0.0006,0.000001,0
Clever,Missouri,0,0,0,0.0001,0.0001,0.000024,0.000005
Clewiston,Florida,0.0001,0,0,0.0001,0.0003,0.00002,0.000079
Cliffside Park,New Jersey,0.0001,0,0,0.0001,0.0003,0.000042,0.000002
Clifton,New Jersey,0,0,0,0,0.0003,0.000136,0.000022
Clinton,North Carolina,0,0,0,0,0.0002,0.000048,0.000083
Clinton,Iowa,0,0,0,0,0.0002,0.000036,0.000065
Clinton,Indiana,0,0,0,0.0001,0.0002,0.000022,0.000031
Clinton,Michigan,0,0,0,0.0001,0.0001,0.000014,0.000001
Clinton,Kentucky,0.0001,0,0,0,0.0001,0.000006,0.000012
Clinton,Massachusetts,0,0,0,0,0.0001,0.000007,0.000005
Clinton,Illinois,0,0,0,0,0,0.000016,0.000022
Clinton,Connecticut,0,0,0,0,0,0.000009,0
Clinton,Maine,0,0,0,0,0,0.000004,0.000023
Clinton,Missouri,0,0,0,0,0,0.000016,0.000021
Clinton,New Jersey,0,0,0,-0.0001,-0.0001,0.000001,0
Clinton,Arkansas,-0.0002,0,0,-0.0001,-0.0002,0.000007,0.00003
Clinton Township,Michigan,0,0,0,0.0001,0.0005,0.000158,0.000115
Clio,Michigan,-0.0001,0,0,0.0001,0.0001,0.000022,0.00004
Clive,Iowa,0,0,0,0.0001,0.0002,0.000002,0.000001
Cloquet,Minnesota,-0.0001,0,0,-0.0001,-0.0001,0.000011,0.000048
Closter,New Jersey,0,0,0,-0.0001,0,0,0
Cloverdale,California,0,0,0,0.0001,0.0001,0.000011,0.000007
Cloverport,Kentucky,-0.0001,0,0,-0.0001,-0.0001,0.000002,0.000009
Clovis,California,0.0001,0,0.0001,0,0.0006,0.00008,0.000113
Clovis,New Mexico,0,0,0,0,0.0004,0.000014,0.000198
Clyde,Ohio,0,0,0,0,0.0001,0.00002,0.000008
Coachella,California,0.0001,0,0,0.0001,0.0004,0.000039,0.00014
Coal City,Illinois,0,0,0,0,0.0001,0.000027,0.000004
Coal Valley,Illinois,0,0,0,0.0001,0.0002,0.00001,0.000002
Coalgate,Oklahoma,0.0001,0,0,0.0001,0.0002,0.000004,0.000012
Coalinga,California,-0.0001,0,0,0,0,0.000008,0.000016
Coats,North Carolina,-0.0001,0,0,-0.0001,-0.0001,0.000013,0.000019
Cobden,Illinois,-0.0001,0,0,0,0,0.000004,0.000004
Cocoa,Florida,0,0,0,0,0.0002,0.000071,0.000143
Cocoa Beach,Florida,0,0,0,-0.0001,0,0.000011,0.000006
Coffeyville,Kansas,0.0001,0,0,0,0.0002,0.00001,0.000045
Colbert,Oklahoma,0,0,0,0.0001,0.0002,0.000005,0.000017
Colby,Kansas,0,0,0,0,0,0.000007,0.000006
Coldwater,Ohio,0,0,0,0.0001,0.0001,0.000012,0.000006
Coldwater,Michigan,-0.0001,0,0,0,0,0.000058,0.000039
Cole Camp,Missouri,0.0001,0,0,0,0.0001,0.000004,0.000003
Colebrook,New Hampshire,0,0,0,0.0001,0.0001,0.000002,0.000011
Collingswood,New Jersey,0,0,0,-0.0001,0,0.000008,0
Collinsville,Oklahoma,0,0,0,0.0001,0.0001,0.000049,0.000025
Collinsville,Illinois,0,0,0,-0.0001,0,0.000047,0.000038
Collinsville,Alabama,-0.0003,0,0,-0.0002,-0.0004,0.000002,0.000034
Colon,Michigan,-0.0001,0,0,0,0,0.000011,0.000009
Colona,Illinois,0,0,0,0,0,0.000019,0.00001
Colorado Springs,Colorado,0,0.0002,0.0003,0,0.0027,0.000485,0.001009
Colstrip,Montana,-0.0001,0,0,0.0001,-0.0001,0.000003,0
Columbia,Missouri,0,0,0.0001,0.0001,0.0007,0.000263,0.000131
Columbia,Kentucky,0.0001,0,0,0.0001,0.0002,0.000033,0.00005
Columbia,Illinois,0,0,0,0.0001,0.0002,0.000014,0
Columbia City,Oregon,0.0001,0,0,0.0002,0.0003,0.000002,0.000001
Columbia City,Indiana,0,0,0,0,0.0001,0.000031,0.000066
Columbia Falls,Montana,0.0001,0,0,0.0001,0.0002,0.000044,0.000019
Columbiana,Ohio,0,0,0,0,0.0001,0.000011,0.00003
Columbus,Ohio,0,0.0003,0.0007,0,0.0035,0.000484,0.001597
Columbus,Indiana,0,0,0,0,0.0004,0.000051,0.000131
Columbus,Nebraska,0,0,0,0,0.0002,0.000034,0.00007
Columbus,Montana,0.0001,0,0,0.0001,0.0002,0.000002,0
Columbus,Kansas,0,0,0,0.0001,0.0002,0.000003,0.000017
Columbus,North Carolina,0.0001,0,0,0.0001,0.0002,0.000009,0.000004
Colusa,California,0,0,0,-0.0002,-0.0001,0.000009,0.000008
Comanche,Oklahoma,0,0,0,0.0001,0.0001,0.000011,0.000006
Commerce City,Colorado,0.0001,0,0,-0.0001,0.0003,0.000025,0.000165
Compton,California,0,0.0001,0,0,0.0007,0.000091,0.000387
Concord,North Carolina,0,0,0,0,0.0005,0.000158,0.00013
Concord,Massachusetts,0.0001,0,0,0.0001,0.0004,0,0
Concord,New Hampshire,0,0,0,0,0.0001,0.000035,0.000035
Concordia,Kansas,0,0,0,0.0001,0.0001,0.000007,0.000026
Concordia,Missouri,0.0001,0,0,0,0.0001,0.000009,0.000003
Condon,Oregon,0.0005,0,0,0.0001,0.0006,0,0
Confluence,Pennsylvania,-0.0002,0,0,0,-0.0003,0.000005,0.000006
Conneaut,Ohio,0,0,0,0.0001,0.0001,0.000013,0.000068
Connellsville,Pennsylvania,0,0,0,0,0.0001,0.000055,0.00008
Conover,North Carolina,0,0,0,0,0.0001,0.000065,0.000061
Conrad,Montana,0.0002,0,0,0.0001,0.0003,0.000002,0.000003
Conshohocken,Pennsylvania,-0.0001,0,0,0,0,0.00002,0.000001
Constantine,Michigan,0,0,0,0,0,0.000011,0.000008
Conway,Arkansas,0,0,0.0001,0.0001,0.0005,0.000256,0.00007
Conway,Missouri,0.0002,0,0,0.0001,0.0003,0.000003,0.000009
Conway,Pennsylvania,0.0001,0,0,0.0001,0.0002,0.000006,0.000003
Conway,New Hampshire,0,0,0,0,0,0.00001,0.000001
Conyngham,Pennsylvania,0,0,0,0,0,0.000001,0
Coolidge,Arizona,0,0,0,-0.0001,0,0.000009,0.000084
Coopersburg,Pennsylvania,0,0,0,0.0001,0.0001,0.000005,0.000001
Coos Bay,Oregon,0,0,0,0,0.0001,0.000018,0.000097
Coplay,Pennsylvania,0,0,0,0,0,0.000013,0.000011
Coquille,Oregon,-0.0001,0,0,0,0,0.00001,0.000019
Coralville,Iowa,0.0001,0,0,0,0.0001,0.000013,0.000032
Coraopolis,Pennsylvania,0,0,0,0,0.0002,0.00002,0.000035
Corbin,Kentucky,0,0,0,0,0.0002,0.000042,0.000137
Corcoran,California,0,0,0,0,0.0001,0.00003,0.000031
Cordell,Oklahoma,-0.0001,0,0,0.0001,0,0.000012,0.000007
Corder,Missouri,-0.0002,0,0,-0.0001,-0.0002,0,0.000001
Cordova,Alaska,0,0,0,0,0,0.000002,0
Cordova,Alabama,-0.0001,0,0,-0.0001,-0.0002,0.000006,0.000025
Cornelius,North Carolina,0.0001,0,0,0,0.0002,0.000058,0.000001
Cornelius,Oregon,0,0,0,-0.0001,-0.0001,0.000026,0.000002
Corning,Arkansas,0,0,0,0.0001,0.0001,0.000002,0.000024
Corning,California,0,0,0,0,0,0.000016,0.000029
Corona,California,0,0,0.0001,0,0.0007,0.00024,0.00006
Coronado,California,0.0002,0,0,0.0001,0.0004,0.000001,0
Corrales,New Mexico,0,0,0,0.0002,0.0002,0.000001,0.000001
Corry,Pennsylvania,0,0,0,0,0,0.000016,0.000036
Cortez,Colorado,0,0,0,0,0.0001,0.000013,0.000038
Cortland,Illinois,0,0,0,0.0001,0.0001,0.000006,0.000002
Cortland,Ohio,-0.0001,0,0,0,-0.0001,0.00001,0.000026
Corunna,Michigan,0,0,0,-0.0001,-0.0001,0.000015,0.000014
Corvallis,Oregon,0,0,0,0,0.0002,0.00001,0.000109
Costa Mesa,California,0,0,0.0001,0,0.0005,0.000039,0.000066
Cotati,California,0,0,0,-0.0001,0,0.000012,0.000002
Cottage Grove,Oregon,0.0001,0,0,0.0001,0.0002,0.000022,0.00003
Cottage Grove,Minnesota,0,0,0,0,0.0001,0.000022,0.000003
Cotter,Arkansas,-0.0002,0,0,-0.0002,-0.0004,0.000001,0.000006
Cottonwood,Idaho,-0.0003,0,0,-0.0003,-0.0006,0.000003,0.000003
Coudersport,Pennsylvania,0,0,0,-0.0001,-0.0001,0.000013,0.000007
Council Bluffs,Iowa,0,0,0.0001,0,0.0005,0.000099,0.000205
Council Grove,Kansas,0.0002,0,0,0,0.0002,0.000003,0.00001
Country Club Hills,Illinois,0.0001,0,0,0.0001,0.0002,0.00002,0.000004
Coventry,Connecticut,0,0,0,0,0.0001,0.000002,0
Covina,California,0,0,0,0,0.0002,0.000085,0.000003
Covington,Ohio,0.0002,0,0,0.0002,0.0004,0.000007,0.000008
Covington,Kentucky,0,0,0,0,0.0002,0.000022,0.000106
Cowden,Illinois,0.0001,0,0,0.0003,0.0004,0.000002,0.000009
Coweta,Oklahoma,0.0001,0,0,0,0.0002,0.000046,0.000023
Cozad,Nebraska,-0.0001,0,0,0,-0.0001,0.000009,0.000013
Craig,Colorado,0,0,0,0,0,0.000043,0.000003
Craig,Alaska,0,0,0,0,0,0,0.000002
Cramerton,North Carolina,0.0002,0,0,0,0.0003,0.000005,0.000016
Cranberry Township,Pennsylvania,0,0,0,0.0001,0.0002,0.000017,0.000001
Crane,Missouri,0,0,0,-0.0001,0,0.000008,0.000007
Cranston,Rhode Island,0,0,0,0,0.0003,0.000158,0.000025
Crawfordsville,Indiana,0,0,0,0,0.0001,0.000023,0.000038
Creedmoor,North Carolina,0,0,0,0,0,0.000018,0.000015
Creighton,Missouri,-0.0001,0,0,-0.0002,-0.0003,0.000003,0.000001
Creola,Alabama,0.0002,0,0,0.0001,0.0004,0.000007,0.000002
Crescent,Oklahoma,0.0001,0,0,0.0002,0.0003,0.000002,0.000018
Crescent City,Florida,0.0001,0,0,0.0002,0.0003,0.000003,0.000043
Crescent City,California,-0.0001,0,0,0,0,0.000018,0.000042
Cresco,Iowa,0.0001,0,0,0,0.0001,0.000014,0.000009
Cresskill,New Jersey,0.0001,0,0,-0.0001,0,0,0
Cresson,Pennsylvania,-0.0003,0,0,-0.0003,-0.0006,0.000007,0.000011
Crest Hill,Illinois,-0.0001,0,0,-0.0002,-0.0002,0.000035,0.000004
Crested Butte,Colorado,0,0,0,0.0001,0.0001,0,0
Creston,Ohio,0.0001,0,0,0.0001,0.0002,0.000015,0.000003
Creston,Iowa,0,0,0,0,0.0001,0.000006,0.00004
Crestview,Florida,0,0,0,0,0.0002,0.000064,0.000053
Crete,Nebraska,0.0001,0,0,0,0.0001,0.000007,0.000008
Crete,Illinois,0,0,0,0,0.0001,0.000012,0.000008
Cripple Creek,Colorado,0,0,0,-0.0001,-0.0001,0.000001,0.000001
Crisfield,Maryland,0.0001,0,0,-0.0001,0.0001,0.000008,0.000009
Crocker,Missouri,-0.0002,0,0,0,-0.0002,0.000006,0.00001
Cromwell,Connecticut,0,0,0,0,0.0001,0.000016,0
Crookston,Minnesota,0,0,0,0,0.0001,0.000006,0.000017
Crosby,Minnesota,0,0,0,0,0,0.000004,0.000012
Cross City,Florida,0,0,0,-0.0001,-0.0001,0,0.00002
Crossett,Arkansas,0,0,0,0,0.0001,0.000023,0.00005
Crossville,Alabama,0.0005,0,0,0.0001,0.0007,0.000015,0.000034
Croswell,Michigan,0.0001,0,0,0,0.0002,0.000008,0.000023
Crystal City,Missouri,0,0,0,-0.0001,0,0.000012,0.000005
Crystal Falls,Michigan,0,0,0,0,0,0.000007,0.00001
Crystal Lake,Illinois,0,0,0,0.0001,0.0003,0.000075,0.000011
Cuba,Missouri,0.0001,0,0,0.0001,0.0003,0.000008,0.000041
Cullman,Alabama,0.0001,0,0,0,0.0004,0.000086,0.00012
Cumberland,Rhode Island,0,0,0,0.0001,0.0002,0.000039,0.000008
Cumberland,Maryland,0,0,0,0,0.0002,0.000033,0.00011
Cumberland,Kentucky,-0.0002,0,0,-0.0002,-0.0003,0.000001,0.000036
Cupertino,California,0,0,0,0,0.0004,0.000001,0
Curwensville,Pennsylvania,0,0,0,0,0,0.000009,0.000018
Cushing,Oklahoma,0,0,0,0,0,0.000019,0.000032
Cut Bank,Montana,0,0,0,-0.0001,-0.0001,0.000022,0.000006
Cynthiana,Kentucky,-0.0001,0,0,0,0,0.000036,0.000043
Cypress,California,0,0,0,0,0.0002,0.000027,0
Dacono,Colorado,0.0001,0,0,-0.0002,0,0.000006,0.000013
Dade City,Florida,0,0,0,0,0.0002,0.000037,0.000078
Dadeville,Alabama,0,0,0,0.0001,0.0001,0.000005,0.000026
Dagsboro,Delaware,-0.0003,0,0,0.0001,-0.0001,0.00002,0.000002
Daleville,Alabama,-0.0001,0,0,0.0001,0,0.000012,0.000009
Dallas,Oregon,0,0,0,0,0,0.000036,0.000023
Dallas,Pennsylvania,0,0,0,0,0,0.000019,0.000001
Dalton,Massachusetts,0,0,0,0.0001,0.0001,0.000009,0.000002
Dalton,Pennsylvania,-0.0001,0,0,0,-0.0001,0.00001,0.000001
Damariscotta,Maine,-0.0001,0,0,0.0001,0.0001,0.000003,0.000004
Damascus,Arkansas,0.0001,0,0,-0.0002,-0.0001,0.000003,0.000001
Danbury,Connecticut,0,0,0,0,0.0002,0.000039,0.000059
Dandridge,Tennessee,0,0,0,0,0.0001,0.00004,0.000054
Dania,Florida,0.0001,0,0,-0.0001,0.0002,0.00003,0.000033
Danvers,Massachusetts,0,0,0,0,0.0002,0.000026,0.000001
Danvers,Illinois,0,0,0,-0.0001,0,0.000001,0
Danville,California,0,0,0,0.0001,0.0009,0,0
Danville,Illinois,0,0,0,0,0.0003,0.000041,0.000129
Danville,Kentucky,0,0,0,0,0.0002,0.000039,0.000069
Danville,Arkansas,0,0,0,0,0.0001,0.000004,0.000018
Danville,Pennsylvania,0,0,0,0,0,0.000029,0.000024
Danville,Indiana,0.0001,0,0,-0.0001,0,0.000023,0.000001
Danville,New Hampshire,0,0,0,0,0,0.000002,0
Daphne,Alabama,0.0001,0,0,0,0.0003,0.000075,0.000016
Darby,Pennsylvania,0,0,0,0,0.0001,0.000108,0.000012
Dardanelle,Arkansas,0,0,0,0,0.0001,0.000035,0.000028
Darien,Connecticut,0,0,0,0.0001,0.0004,0,0
Darien,Illinois,0,0,0,0,0.0001,0.000029,0.000002
Darlington,South Carolina,0,0,0,0,0.0002,0.000031,0.000117
Dauphin Island,Alabama,-0.0001,0,0,0.0001,0,0.000003,0
Davenport,Iowa,0,0.0001,0.0001,0,0.0006,0.000198,0.000204
Davenport,Florida,0,0,0,0,0.0002,0.000135,0.000071
Davenport,Oklahoma,-0.0003,0,0,-0.0001,-0.0004,0.000001,0.000001
Davidson,North Carolina,0,0,0,0,0.0001,0.000011,0
Davis,Illinois,0.0001,0,0,0.0001,0.0002,0.000005,0.000001
Davis,California,0,0,0,0,0.0001,0.000024,0.000006
Davis,Oklahoma,0,0,0,0.0001,0.0001,0.000008,0.000011
Davison,Michigan,0,0,0,0.0001,0.0002,0.000067,0.00005
Dawson,Minnesota,0.0001,0,0,0.0001,0.0001,0.000002,0.000001
Dawson Springs,Kentucky,0,0,0,-0.0001,0,0.000011,0.000028
Dayton,Ohio,0,0.0001,0.0002,0,0.0018,0.000166,0.001159
Dayton,Tennessee,0.0001,0,0,0.0001,0.0003,0.000027,0.000089
Dayton,Kentucky,0,0,0,0.0001,0.0001,0.000019,0.000009
Dayton,Minnesota,0.0001,0,0,0,0.0001,0.000001,0.000002
Daytona Beach,Florida,0,0.0001,0.0001,0,0.0007,0.000019,0.000484
De Beque,Colorado,-0.0003,0,0,-0.0002,-0.0005,0.000002,0
De Queen,Arkansas,0,0,0,-0.0001,0,0.00001,0.000058
De Soto,Missouri,-0.0001,0,0,0,0,0.000026,0.000057
De Soto,Illinois,0,0,0,-0.0001,-0.0001,0.000004,0.000011
De Valls Bluff,Arkansas,-0.0001,0,0,0,-0.0001,0.000001,0.000003
De Witt,Iowa,0.0001,0,0,0.0001,0.0002,0.000014,0.000003
De Witt,Arkansas,0,0,0,-0.0001,-0.0002,0.000006,0.000017
Deadwood,South Dakota,0,0,0,-0.0001,-0.0001,0.000003,0.000001
Deal,New Jersey,-0.0003,0,0,0,-0.0002,0,0
Dearborn,Michigan,0,0,0.0001,-0.0001,0.0005,0.000163,0.000183
Dearborn Heights,Michigan,0,0,0,0,0.0003,0.00015,0.0001
Decatur,Illinois,0,0,0,0,0.0005,0.000071,0.00034
Decatur,Tennessee,0.0002,0,0,0.0002,0.0005,0.000016,0.000036
Decatur,Alabama,0,0,0,0,0.0005,0.000075,0.000227
Decatur,Arkansas,0.0003,0,0,-0.0001,0.0003,0.000006,0.000004
Decatur,Texas,0.0001,0,0,0.0001,0.0002,0.000022,0.000019
Decatur,Indiana,0,0,0,0,0,0.000043,0.00002
Decatur,Michigan,-0.0001,0,0,-0.0001,-0.0002,0.000013,0.000015
Decaturville,Tennessee,-0.0001,0,0,0,-0.0001,0.000005,0.000006
Decherd,Tennessee,-0.0001,0,0,0,0,0.000007,0.000023
Decorah,Iowa,0,0,0,0,0,0.000013,0.000012
Dedham,Massachusetts,0,0,0,0,0.0002,0.000007,0
Deepwater,Missouri,0.0004,0,0,0.0001,0.0005,0.000001,0.000007
Deer Creek,Illinois,0.0001,0,0,0.0002,0.0002,0.000002,0
Deer Lodge,Montana,0,0,0,0,0,0.000007,0.000008
Deer Park,Texas,0.0001,0,0,0,0.0002,0.000016,0.000004
Deerfield,Illinois,0,0,0,0.0001,0.0004,0,0
Deerfield,Massachusetts,0.0001,0,0,0.0001,0.0003,0,0
Deerfield,New Hampshire,0,0,0,0,0,0,0
Deerfield Beach,Florida,0,0,0,0,0.0002,0.000027,0.000084
Defiance,Ohio,0,0,0,0,0.0001,0.000086,0.000021
Del Norte,Colorado,0.0001,0,0,0,0.0001,0.000002,0.000011
Del Rio,Texas,0,0,0,0,0.0002,0.000024,0.000119
Deland,Florida,0,0,0,0,0.0003,0.000061,0.00008
Delano,California,0,0,0,0,0.0002,0.000043,0.00013
Delavan,Illinois,0.0002,0,0,0,0.0002,0.000007,0.000001
Delaware,Ohio,0.0001,0,0,0.0001,0.0004,0.000047,0.000088
Delaware City,Delaware,-0.0002,0,0,-0.0002,-0.0004,0.000001,0
Delmar,Delaware,0,0,0,0.0001,0.0001,0.00001,0.000007
Delmar,Maryland,0.0001,0,0,0,0.0001,0.000004,0.000007
Delmont,Pennsylvania,-0.0001,0,0,0,-0.0002,0.000002,0.000005
Delphi,Indiana,0,0,0,-0.0001,0,0.000023,0.000008
Delphos,Ohio,0,0,0,-0.0001,0,0.000017,0.000027
Delray Beach,Florida,0,0.0001,0.0001,0,0.0006,0.000084,0.000161
Delta,Colorado,0,0,0,0,0.0002,0.000033,0.000043
Demarest,New Jersey,0,0,0,0,0.0001,0,0
Deming,New Mexico,0,0,0,0,0.0001,0.000024,0.00004
Demopolis,Alabama,0,0,0,0.0001,0.0002,0.000004,0.00003
Denison,Texas,0,0,0,0,0.0002,0.000039,0.000083
Dennis,Massachusetts,0.0001,0,0,0.0002,0.0003,0.000001,0.000001
Denton,Texas,0.0001,0,0.0001,0,0.0005,0.000142,0.000036
Denton,Maryland,0.0001,0,0,0.0001,0.0002,0.000016,0.000003
Denver,Colorado,0,0,0.0004,0,0.0044,0.00188,0.000812
Denver,Pennsylvania,0,0,0,0,0.0001,0.00002,0.000003
Denver City,Texas,0,0,0,0,0.0001,0.000016,0.000014
Depew,Oklahoma,0.0002,0,0,0.0003,0.0006,0.000005,0.000002
Derby,Kansas,0.0001,0,0,0,0.0002,0.000042,0.000031
Derby,Connecticut,0,0,0,-0.0001,0,0.000026,0.000003
Dermott,Arkansas,0,0,0,0.0001,0.0001,0.000003,0.00001
Derry,New Hampshire,0,0,0,0,0.0001,0.000035,0.000011
Derry,Pennsylvania,0,0,0,0,0,0.00001,0.000022
Des Arc,Arkansas,0,0,0,-0.0001,-0.0001,0.000002,0.000007
Des Moines,Iowa,0,0.0002,0.0002,0,0.0014,0.000449,0.00056
Des Plaines,Illinois,0,0,0,0,0.0003,0.000044,0.000058
Desert Hot Springs,California,0,0,0,0,0.0003,0.000038,0.000168
Desoto,Texas,0,0,0,0,0.0003,0.000066,0.000069
Detroit Lakes,Minnesota,0.0001,0,0,0,0.0001,0.00004,0.000035
Devils Lake,North Dakota,0,0,0,0.0001,0.0001,0.000004,0.000026
Devine,Texas,-0.0003,0,0,-0.0003,-0.0005,0.000012,0.000031
Dewey,Oklahoma,0.0001,0,0,0.0002,0.0003,0.000004,0.000026
Dewitt,Michigan,0,0,0,0,0.0001,0.00002,0.000001
Dexter,Missouri,0,0,0,0.0001,0.0002,0.000022,0.000029
Dexter,New Mexico,0,0,0,0.0001,0.0001,0.000003,0.000028
Dexter,Maine,-0.0001,0,0,0,0,0.000008,0.000017
Diamond,Missouri,0,0,0,0,0.0001,0.000007,0.000005
Diamond Bar,California,0,0,0,0,0.0003,0.000007,0
Diboll,Texas,0,0,0,0,0.0001,0.000019,0.000023
Dickinson,North Dakota,0.0002,0,0,0.0002,0.0004,0.000044,0.000016
Dickinson,Texas,0.0001,0,0,0,0.0002,0.000042,0.000017
Dickson,Tennessee,0,0,0,0,0.0001,0.000063,0.000058
Dighton,Massachusetts,0.0001,0,0,0.0002,0.0003,0.000001,0
Dilley,Texas,0.0002,0,0,0.0002,0.0003,0.000014,0.000002
Dillingham,Alaska,0.0001,0,0,0.0001,0.0001,0.000003,0
Dillon,Montana,0,0,0,0.0001,0.0001,0.000015,0.000025
Dillon,South Carolina,-0.0001,0,0,-0.0001,-0.0001,0.000004,0.000067
Dillon,Colorado,-0.0001,0,0,-0.0001,-0.0002,0.000004,0
Dilworth,Minnesota,0,0,0,0.0001,0.0002,0.000011,0.000004
Dimmitt,Texas,0,0,0,0,0,0.00001,0.000029
Dinuba,California,0.0001,0,0,0.0001,0.0003,0.000054,0.000033
District Heights,Maryland,-0.0001,0,0,0,0,0.000031,0.000034
Divernon,Illinois,0,0,0,0.0001,0.0002,0.000002,0
Dixfield,Maine,-0.0002,0,0,-0.0001,-0.0002,0.000004,0.000013
Dixon,Missouri,0,0,0,0.0001,0.0001,0.000015,0.000016
Dixon,Illinois,0,0,0,0,0.0001,0.000028,0.000038
Dixon,California,0,0,0,0,0,0.000009,0.000009
Dobson,North Carolina,-0.0001,0,0,-0.0001,-0.0001,0.000022,0.000022
Dodge City,Kansas,0,0,0,0,0.0002,0.000031,0.000076
Doniphan,Missouri,0,0,0,0,0.0002,0.000011,0.000058
Donna,Texas,0.0001,0,0,0,0.0003,0.000031,0.000226
Donora,Pennsylvania,0,0,0,0,0,0.000003,0.000028
Dora,Alabama,0.0001,0,0,0.0001,0.0002,0.000014,0.000011
Dorris,California,0.0003,0,0,0.0004,0.0007,0,0.000007
Dos Palos,California,0.0001,0,0,-0.0001,0.0001,0.000017,0.00002
Douglas,Massachusetts,0,0,0,-0.0001,-0.0001,0.000004,0
Dover,Delaware,0,0,0,0,0.0004,0.000167,0.0001
Dover,Tennessee,0.0001,0,0,0.0001,0.0002,0.000018,0.000014
Dover,New Hampshire,0,0,0,0.0001,0.0002,0.000055,0.000005
Dover,Massachusetts,0,0,0,0,0.0001,0,0
Dover,Ohio,0,0,0,0.0001,0.0001,0.000017,0.000052
Dover,New Jersey,0,0,0,-0.0001,0,0.000019,0.000009
Dover,Arkansas,-0.0001,0,0,0,-0.0001,0.000018,0.000026
Downers Grove,Illinois,0,0,0,0,0.0002,0.000052,0.000008
Downey,California,0,0,0.0001,0,0.0004,0.000207,0.000023
Downingtown,Pennsylvania,0,0,0,0,0.0002,0.000033,0.000006
Dracut,Massachusetts,0,0,0,-0.0001,0.0001,0.000017,0
Draper,Utah,0.0001,0,0,0.0001,0.0002,0.00003,0
Dresden,Tennessee,0,0,0,0.0002,0.0002,0.000006,0.000025
Drexel,Missouri,0,0,0,0,0,0.000003,0.000002
Drumright,Oklahoma,0,0,0,0.0001,0.0001,0.000009,0.000018
Dry Ridge,Kentucky,0,0,0,0,0.0001,0.000039,0.000012
Du Bois,Pennsylvania,0,0,0,0,0.0001,0.000024,0.000045
Du Quoin,Illinois,0.0001,0,0,0.0001,0.0002,0.000017,0.000034
Duarte,California,0.0001,0,0,0.0001,0.0004,0.000042,0.000006
Dublin,Ohio,0,0,0,0,0.0003,0.000052,0.000001
Dublin,Texas,0.0001,0,0,0,0.0001,0.000012,0.000011
Dublin,Virginia,0,0,0,0,0.0001,0.000027,0.00001
Dublin,New Hampshire,0,0,0,-0.0001,-0.0001,0.000001,0
Dubuque,Iowa,0,0,0,0,0.0004,0.000104,0.000133
Dudley,Massachusetts,0,0,0,0.0002,0.0002,0.000006,0.000004
Duluth,Minnesota,0,0,0.0001,0,0.0004,0.000097,0.000058
Dumas,Texas,0,0,0,0,0.0001,0.000032,0.000058
Dumas,Arkansas,0,0,0,0,0,0.000002,0.000021
Dumfries,Virginia,0.0001,0,0,0,0.0003,0.00002,0.000001
Dumont,New Jersey,0,0,0,0.0001,0.0001,0.000001,0
Dunbar,Pennsylvania,0.0001,0,0,0,0.0001,0.000008,0.000021
Dunbarton,New Hampshire,0,0,0,0.0001,0.0001,0,0
Duncan,South Carolina,0,0,0,0.0001,0.0002,0.000024,0.000039
Duncan,Oklahoma,0,0,0,0,0.0001,0.000026,0.000068
Duncansville,Pennsylvania,0,0,0,0,0.0001,0.000023,0.000007
Duncanville,Texas,0,0,0,0.0001,0.0003,0.000071,0.000027
Dunedin,Florida,0.0001,0,0,0,0.0002,0.000046,0.000073
Dunellen,New Jersey,0,0,0,0,0,0.000006,0
Dunlap,Tennessee,0,0,0,0,0.0001,0.000015,0.000056
Dunn,North Carolina,0,0,0,0,0.0001,0.000038,0.000072
Dunnellon,Florida,-0.0001,0,0,0,0.0001,0.000023,0.000127
Dunsmuir,California,-0.0001,0,0,0,-0.0001,0.000001,0.00001
Dunstable,Massachusetts,0,0,0,0.0001,0.0001,0,0
Dupo,Illinois,0.0002,0,0,0.0001,0.0003,0.000022,0.000003
Duquesne,Pennsylvania,0,0,0,-0.0001,-0.0001,0.000001,0.000031
Durand,Michigan,-0.0001,0,0,0,-0.0001,0.000017,0.000025
